stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
10525,02AS,Langevin - SIN LE NOBLE,,50.354278,3.110253,1,,0
21045,02AS1,Langevin - SIN LE NOBLE,,50.354265,3.110309,0,10525,0
10346,02AB,Gare - SIN LE NOBLE,,50.357410,3.112963,1,,0
21450,02AB3,Gare - SIN LE NOBLE,,50.357308,3.113208,0,10346,0
10345,02AA,Sucrerie,,50.356013,3.119034,1,,0
21449,02AA4,Sucrerie,,50.356137,3.119216,0,10345,0
10485,02AQ,Barrière,,50.359822,3.121690,1,,0
20965,02AQ1,Barrière,,50.359514,3.121689,0,10485,0
10484,02AP,Pescron,,50.362434,3.121175,1,,0
20963,02AP1,Pescron,,50.362479,3.121104,0,10484,0
10483,02AO,Monument - SIN LE NOBLE,,50.362735,3.115127,1,,0
20961,02AO1,Monument - SIN LE NOBLE,,50.362859,3.114860,0,10483,0
10526,02AT,Ecole des Soeurs,,50.366179,3.116687,1,,0
21047,02AT1,Ecole des Soeurs,,50.366265,3.116639,0,10526,0
10527,02AU,Lamendin,,50.369409,3.112850,1,,0
21049,02AU1,Lamendin,,50.369976,3.112497,0,10527,0
10531,05AG,Cité Dincq,,50.370633,3.098726,1,,0
21057,05AG1,Cité Dincq,,50.371112,3.098735,0,10531,0
10532,05AH,Allée J,,50.373249,3.098436,1,,0
21059,05AH1,Allée J,,50.373323,3.098512,0,10532,0
10533,01BU,La Clochette,,50.375451,3.098828,1,,0
21061,01BU1,La Clochette,,50.375516,3.098900,0,10533,0
10534,01BV,Gounod,,50.379449,3.095060,1,,0
21063,01BV1,Gounod,,50.379603,3.094999,0,10534,0
21064,01BV2,Gounod,,50.379295,3.095121,0,10534,0
21062,01BU2,La Clochette,,50.375387,3.098756,0,10533,0
21060,05AH2,Allée J,,50.373175,3.098360,0,10532,0
21058,05AG2,Cité Dincq,,50.370155,3.098716,0,10531,0
21050,02AU2,Lamendin,,50.368842,3.113204,0,10527,0
21048,02AT2,Ecole des Soeurs,,50.366092,3.116735,0,10526,0
20962,02AO2,Monument - SIN LE NOBLE,,50.362610,3.115394,0,10483,0
20964,02AP2,Pescron,,50.362388,3.121246,0,10484,0
20966,02AQ2,Barrière,,50.360130,3.121692,0,10485,0
21448,02AA3,Sucrerie,,50.356416,3.119303,0,10345,0
21451,02AB4,Gare - SIN LE NOBLE,,50.356848,3.112508,0,10346,0
21046,02AS2,Langevin - SIN LE NOBLE,,50.354292,3.110197,0,10525,0
21044,02AR2,Crèche,,50.350124,3.108285,0,10524,0
20029,01AJ4,Lycée Elisa Lemonnier,,50.378565,3.071606,0,10358,0
10544,01BZ,Coubertin,,50.362786,3.071356,1,,0
21084,01BZ2,Coubertin,,50.362876,3.071400,0,10544,0
10543,01BY,Résidence Gayant,,50.362102,3.073738,1,,0
21082,01BY2,Résidence Gayant,,50.362088,3.073733,0,10543,0
10542,01BX,Rue de Lambres,,50.360428,3.074885,1,,0
21080,01BX2,Rue de Lambres,,50.360244,3.074723,0,10542,0
10541,01BW,Jemeppes,,50.358222,3.073189,1,,0
21078,01BW2,Jemeppes,,50.358130,3.073067,0,10541,0
10540,12AG,Rue de Douai - LAMBRES LEZ DOUAI,,50.355570,3.070832,1,,0
21076,12AG2,Rue de Douai - LAMBRES LEZ DOUAI,,50.355881,3.071068,0,10540,0
10539,12AF,Jaurès - LAMBRES LEZ DOUAI,,50.353546,3.068496,1,,0
21467,12AF3,Jaurès - LAMBRES LEZ DOUAI,,50.353650,3.068733,0,10539,0
10538,12AE,Passage à Niveau - LAMBRES LEZ DOUAI,,50.351084,3.071133,1,,0
21072,12AE2,Passage à Niveau - LAMBRES LEZ DOUAI,,50.351079,3.071182,0,10538,0
10537,12AD,Pompadour,,50.350247,3.074346,1,,0
21070,12AD2,Pompadour,,50.350332,3.073710,0,10537,0
10845,12AR,Rés. Théodore Monod,,50.347967,3.075800,1,,0
21677,12AR2,Rés. Théodore Monod,,50.347785,3.075049,0,10845,0
10991,80AD,Marlettes,,50.340878,3.067976,1,,0
21985,80AD2,Marlettes,,50.341016,3.069007,0,10991,0
10990,80AC,Place - COURCHELETTES,,50.342956,3.062054,1,,0
21983,80AC2,Place - COURCHELETTES,,50.342998,3.062128,0,10990,0
10989,80AB,Axter,,50.344612,3.060421,1,,0
21981,80AB2,Axter,,50.344589,3.060574,0,10989,0
10988,80AA,Stade - COURCHELETTES,,50.348040,3.059997,1,,0
21979,80AA2,Stade - COURCHELETTES,,50.348182,3.060476,0,10988,0
10987,12AS,Tennis,,50.349322,3.063556,1,,0
21977,12AS2,Tennis,,50.349342,3.063647,0,10987,0
10548,12AI,Mairie - LAMBRES LEZ DOUAI,,50.352838,3.063643,1,,0
22153,12AI4,Mairie - LAMBRES LEZ DOUAI,,50.353277,3.064066,0,10548,0
10547,12AH,Eglise - LAMBRES LEZ DOUAI,,50.354734,3.065580,1,,0
21089,12AH1,Eglise - LAMBRES LEZ DOUAI,,50.354778,3.065729,0,10547,0
10554,12AJ,Malraux,,50.354850,3.060466,1,,0
21104,12AJ2,Malraux,,50.354923,3.060488,0,10554,0
10555,12AK,St Amé,,50.357672,3.057269,1,,0
21106,12AK2,St Amé,,50.357685,3.057309,0,10555,0
21105,12AK1,St Amé,,50.357659,3.057228,0,10555,0
21103,12AJ1,Malraux,,50.354776,3.060444,0,10554,0
21090,12AH2,Eglise - LAMBRES LEZ DOUAI,,50.354690,3.065430,0,10547,0
22152,12AI3,Mairie - LAMBRES LEZ DOUAI,,50.352377,3.064098,0,10548,0
21976,12AS1,Tennis,,50.349303,3.063464,0,10987,0
21978,80AA1,Stade - COURCHELETTES,,50.347898,3.059518,0,10988,0
21980,80AB1,Axter,,50.344635,3.060269,0,10989,0
21982,80AC1,Place - COURCHELETTES,,50.342915,3.061981,0,10990,0
21984,80AD1,Marlettes,,50.340740,3.066945,0,10991,0
21678,12AR1,Rés. Théodore Monod,,50.348149,3.076552,0,10845,0
21069,12AD1,Pompadour,,50.350162,3.074981,0,10537,0
21071,12AE1,Passage à Niveau - LAMBRES LEZ DOUAI,,50.351089,3.071084,0,10538,0
21073,12AF1,Jaurès - LAMBRES LEZ DOUAI,,50.353249,3.068657,0,10539,0
21075,12AG1,Rue de Douai - LAMBRES LEZ DOUAI,,50.355259,3.070596,0,10540,0
21077,01BW1,Jemeppes,,50.358314,3.073311,0,10541,0
21079,01BX1,Rue de Lambres,,50.360613,3.075047,0,10542,0
21081,01BY1,Résidence Gayant,,50.362115,3.073743,0,10543,0
21083,01BZ1,Coubertin,,50.362697,3.071311,0,10544,0
21085,01CA1,Maison des Elèves,,50.365142,3.074243,0,10545,0
21087,01CB1,Centre Commercial - DOUAI,,50.364170,3.078620,0,10546,0
11073,13AT,A. Einstein,,50.343970,3.110400,1,,0
22255,13AT2,A. Einstein,,50.344059,3.110340,0,11073,0
10627,13AL,Pablo Neruda,,50.345502,3.114461,1,,0
21245,13AL2,Pablo Neruda,,50.345464,3.114524,0,10627,0
10487,13AJ,Eglise - DECHY,,50.354799,3.125369,1,,0
20970,13AJ2,Eglise - DECHY,,50.354870,3.125435,0,10487,0
10486,13AI,Ste Barbe - DECHY,,50.357641,3.126152,1,,0
20968,13AI2,Ste Barbe - DECHY,,50.357680,3.126215,0,10486,0
10482,02AN,Place - SIN LE NOBLE,,50.363999,3.112569,1,,0
20959,02AN1,Place - SIN LE NOBLE,,50.364013,3.112660,0,10482,0
10481,02AM,Sembat,,50.365314,3.107245,1,,0
20957,02AM1,Sembat,,50.365481,3.106432,0,10481,0
10480,02AL,Rue de Douai - SIN LE NOBLE,,50.366222,3.101501,1,,0
20955,02AL1,Rue de Douai - SIN LE NOBLE,,50.366295,3.101362,0,10480,0
20953,02AK1,Frères Martel,,50.365440,3.097717,0,10479,0
10432,01BK,Bowling,,50.380420,3.081457,1,,0
20860,01BK2,Bowling,,50.380340,3.081740,0,10432,0
10431,01BJ,Baillencourt,,50.382233,3.085294,1,,0
20858,01BJ2,Baillencourt,,50.382304,3.085365,0,10431,0
10430,01BI,Alizés,,50.389073,3.089818,1,,0
20856,01BI2,Alizés,,50.389217,3.089126,0,10430,0
10429,01BH,Trannois,,50.390718,3.088777,1,,0
20854,01BH2,Trannois,,50.391180,3.088848,0,10429,0
10428,01BG,Mouchonnière,,50.394358,3.087537,1,,0
20852,01BG2,Mouchonnière,,50.394626,3.087316,0,10428,0
10427,11AP,Charcot,,50.395567,3.086455,1,,0
20850,11AP2,Charcot,,50.395610,3.086479,0,10427,0
10426,11AO,Pont de la Deûle,,50.398276,3.085233,1,,0
20848,11AO2,Pont de la Deûle,,50.398376,3.085271,0,10426,0
10406,11AI,M. Dapvril,,50.399180,3.072950,1,,0
20808,11AI2,M. Dapvril,,50.399288,3.072725,0,10406,0
10405,11AH,Boury,,50.398551,3.065911,1,,0
20806,11AH2,Boury,,50.398511,3.065476,0,10405,0
10404,11AG,Mairie - FLERS EN ESCREBIEUX,,50.398087,3.061101,1,,0
20804,11AG2,Mairie - FLERS EN ESCREBIEUX,,50.398145,3.061164,0,10404,0
10403,11AF,Barbusse,,50.400574,3.056717,1,,0
20802,11AF2,Barbusse,,50.400742,3.056378,0,10403,0
10402,11AE,Eglise - FLERS EN ESCREBIEUX,,50.401247,3.052753,1,,0
20800,11AE2,Eglise - FLERS EN ESCREBIEUX,,50.401259,3.052907,0,10402,0
10401,11AD,La Fontaine,,50.397446,3.050784,1,,0
20798,11AD2,La Fontaine,,50.397477,3.050770,0,10401,0
20797,11AD1,La Fontaine,,50.397414,3.050799,0,10401,0
20799,11AE1,Eglise - FLERS EN ESCREBIEUX,,50.401235,3.052599,0,10402,0
20801,11AF1,Barbusse,,50.400405,3.057055,0,10403,0
20803,11AG1,Mairie - FLERS EN ESCREBIEUX,,50.398029,3.061038,0,10404,0
20805,11AH1,Boury,,50.398592,3.066347,0,10405,0
20807,11AI1,M. Dapvril,,50.399073,3.073174,0,10406,0
20847,11AO1,Pont de la Deûle,,50.398176,3.085195,0,10426,0
20849,11AP1,Charcot,,50.395525,3.086430,0,10427,0
20851,01BG1,Mouchonnière,,50.394090,3.087758,0,10428,0
20853,01BH1,Trannois,,50.390256,3.088706,0,10429,0
20855,01BI1,Alizés,,50.388929,3.090510,0,10430,0
20857,01BJ1,Baillencourt,,50.382161,3.085223,0,10431,0
20859,01BK1,Bowling,,50.380500,3.081174,0,10432,0
21538,01CM3,Pont d'Ocre,,50.378934,3.077258,0,10680,0
20954,02AK2,Frères Martel,,50.365419,3.097877,0,10479,0
20956,02AL2,Rue de Douai - SIN LE NOBLE,,50.366149,3.101641,0,10480,0
20958,02AM2,Sembat,,50.365148,3.108059,0,10481,0
20960,02AN2,Place - SIN LE NOBLE,,50.363986,3.112478,0,10482,0
20967,13AI1,Ste Barbe - DECHY,,50.357601,3.126090,0,10486,0
20969,13AJ1,Eglise - DECHY,,50.354727,3.125304,0,10487,0
21244,13AL1,Pablo Neruda,,50.345540,3.114398,0,10627,0
22163,13AT1,A. Einstein,,50.343881,3.110460,0,11073,0
20829,01BE1,De Lattre de Tassigny,,50.380967,3.066590,0,10417,0
10416,01BD,Wagnonville,,50.384078,3.067737,1,,0
20828,01BD2,Wagnonville,,50.384746,3.067617,0,10416,0
21575,06AC3,4 Chemins - CUINCY,,50.384277,3.061174,0,10399,0
10468,06AM,Robespierre,,50.383344,3.055945,1,,0
20932,06AM2,Robespierre,,50.383444,3.056210,0,10468,0
10467,06AL,Calvaire - CUINCY,,50.382662,3.050936,1,,0
20930,06AL2,Calvaire - CUINCY,,50.382673,3.050784,0,10467,0
10466,06AK,Renoir,,50.382219,3.050520,1,,0
20928,06AK2,Renoir,,50.382204,3.050487,0,10466,0
10465,06AJ,Jaurès - CUINCY,,50.379498,3.054403,1,,0
20926,06AJ2,Jaurès - CUINCY,,50.379503,3.054389,0,10465,0
10464,01BQ,Maison d'Arrêt,,50.376753,3.059538,1,,0
20924,01BQ2,Maison d'Arrêt,,50.376672,3.059847,0,10464,0
10463,01BP,Brossolette - DOUAI,,50.375755,3.063369,1,,0
20922,01BP2,Brossolette - DOUAI,,50.375755,3.063369,0,10463,0
10710,12AN,Le Châtelier,,50.362054,3.065443,1,,0
21403,12AN1,Le Châtelier,,50.362063,3.065373,0,10710,0
10556,12AL,Corbineau,,50.361263,3.060725,1,,0
21107,12AL1,Corbineau,,50.361244,3.060435,0,10556,0
21091,12AI1,Mairie - LAMBRES LEZ DOUAI,,50.352825,3.063265,0,10548,0
21074,12AF2,Jaurès - LAMBRES LEZ DOUAI,,50.353739,3.068099,0,10539,0
21092,12AI2,Mairie - LAMBRES LEZ DOUAI,,50.352873,3.063145,0,10548,0
21108,12AL2,Corbineau,,50.361283,3.061015,0,10556,0
21404,12AN2,Le Châtelier,,50.362045,3.065513,0,10710,0
20921,01BP1,Brossolette - DOUAI,,50.375755,3.063369,0,10463,0
20923,01BQ1,Maison d'Arrêt,,50.376834,3.059229,0,10464,0
20925,06AJ1,Jaurès - CUINCY,,50.379494,3.054417,0,10465,0
20927,06AK1,Renoir,,50.382233,3.050552,0,10466,0
20929,06AL1,Calvaire - CUINCY,,50.382651,3.051088,0,10467,0
20931,06AM1,Robespierre,,50.383244,3.055681,0,10468,0
21576,06AC4,4 Chemins - CUINCY,,50.384176,3.061478,0,10399,0
20827,01BD1,Wagnonville,,50.383410,3.067858,0,10416,0
20830,01BE2,De Lattre de Tassigny,,50.381339,3.067115,0,10417,0
11003,84AB,Bourrelier,,50.275909,3.038249,1,,0
22009,84AB2,Bourrelier,,50.275909,3.038249,0,11003,0
11002,84AA,Mairie - LECLUSE,,50.278462,3.039200,1,,0
22007,84AA2,Mairie - LECLUSE,,50.277921,3.038610,0,11002,0
11057,84AE,Moulin - LECLUSE,,50.281476,3.040205,1,,0
22127,84AE2,Moulin - LECLUSE,,50.281468,3.040302,0,11057,0
11068,95AA,Rue de Douai,,50.289183,3.040582,1,,0
22150,95AA2,Rue de Douai,,50.289132,3.040565,0,11068,0
11001,83AC,Source,,50.282312,3.056534,1,,0
22005,83AC2,Source,,50.282338,3.056430,0,11001,0
11000,83AB,Stade - HAMEL,,50.280157,3.067789,1,,0
22003,83AB2,Stade - HAMEL,,50.280108,3.067831,0,11000,0
10999,83AA,Village,,50.280854,3.073869,1,,0
22001,83AA2,Village,,50.280731,3.073608,0,10999,0
21765,52AC2,Ecole F. Noël,,50.283699,3.121866,0,10890,0
10889,52AB,Gare - ARLEUX,,50.286173,3.120251,1,,0
21763,52AB2,Gare - ARLEUX,,50.286227,3.120279,0,10889,0
10888,52AA,Cité du Cambrésis,,50.293865,3.118536,1,,0
21761,52AA2,Cité du Cambrésis,,50.293860,3.118526,0,10888,0
10887,51AB,Eglise - CANTIN,,50.309236,3.125196,1,,0
21759,51AB2,Eglise - CANTIN,,50.309445,3.125417,0,10887,0
21758,51AB1,Eglise - CANTIN,,50.309028,3.124974,0,10887,0
21760,52AA1,Cité du Cambrésis,,50.293870,3.118545,0,10888,0
21762,52AB1,Gare - ARLEUX,,50.286119,3.120222,0,10889,0
21764,52AC1,Ecole F. Noël,,50.283550,3.121688,0,10890,0
22000,83AA1,Village,,50.280976,3.074131,0,10999,0
22002,83AB1,Stade - HAMEL,,50.280206,3.067747,0,11000,0
22004,83AC1,Source,,50.282285,3.056637,0,11001,0
22151,95AA1,Rue de Douai,,50.289233,3.040599,0,11068,0
22128,84AE1,Moulin - LECLUSE,,50.281485,3.040109,0,11057,0
22006,84AA1,Mairie - LECLUSE,,50.279003,3.039791,0,11002,0
10349,01AA,Parc Bertin,,50.365015,3.090255,1,,0
20695,01AA2,Parc Bertin,,50.364689,3.090669,0,10349,0
10348,02AD,Saint Joseph,,50.363244,3.099304,1,,0
20693,02AD2,Saint Joseph,,50.363054,3.099662,0,10348,0
10347,02AC,La Nichée,,50.360269,3.107090,1,,0
20691,02AC2,La Nichée,,50.360194,3.107148,0,10347,0
20689,02AB2,Gare - SIN LE NOBLE,,50.357692,3.113179,0,10346,0
20687,02AA2,Sucrerie,,50.355549,3.119279,0,10345,0
10344,13AB,Place - DECHY,,50.353302,3.125953,1,,0
20685,13AB2,Place - DECHY,,50.353244,3.126079,0,10344,0
10343,13AA,Croix de Pierre,,50.351681,3.131696,1,,0
20683,13AA2,Croix de Pierre,,50.351469,3.132263,0,10343,0
10342,15AD,Eluard,,50.349654,3.137879,1,,0
20681,15AD2,Eluard,,50.349442,3.138501,0,10342,0
10341,15AC,Jean Jaurès - GUESNAIN,,50.348005,3.142973,1,,0
20679,15AC2,Jean Jaurès - GUESNAIN,,50.347766,3.143618,0,10341,0
10340,15AB,Malmaison,,50.345593,3.150237,1,,0
20677,15AB2,Malmaison,,50.345597,3.150192,0,10340,0
10655,15AA,Bougival,,50.343569,3.156483,1,,0
21297,15AA4,Bougival,,50.343480,3.156564,0,10655,0
20673,19AB2,Place des Vésignons,,50.340961,3.165245,0,10338,0
10337,19AA,Cité du Castel,,50.339951,3.175781,1,,0
20671,19AA2,Cité du Castel,,50.339899,3.175910,0,10337,0
10336,17AC,Blanc Cul,,50.338759,3.185964,1,,0
20669,17AC2,Blanc Cul,,50.338632,3.186771,0,10336,0
10335,17AB,Champ Fleuri,,50.337961,3.192540,1,,0
20667,17AB2,Champ Fleuri,,50.337999,3.192000,0,10335,0
10333,25AA,Vuillemin,,50.335654,3.212549,1,,0
20663,25AA2,Vuillemin,,50.335609,3.212668,0,10333,0
10332,16AC,Les Poètes,,50.334502,3.221957,1,,0
20661,16AC2,Les Poètes,,50.334452,3.222090,0,10332,0
10331,16AB,Centre-ville,,50.333582,3.231582,1,,0
20659,16AB2,Centre-ville,,50.333546,3.231792,0,10331,0
10330,16AA,Sainte Marie - AUBERCHICOURT,,50.333626,3.236786,1,,0
20657,16AA2,Sainte Marie - AUBERCHICOURT,,50.333590,3.236912,0,10330,0
20655,03AH2,Delforge,,50.333945,3.243675,0,10329,0
10328,03AG,Pyramide,,50.334228,3.247706,1,,0
20653,03AG2,Pyramide,,50.334188,3.247674,0,10328,0
10327,03AF,Eglise - ANICHE,,50.331081,3.250563,1,,0
20651,03AF2,Eglise - ANICHE,,50.331099,3.250611,0,10327,0
10865,03AS,Norbert Segard,,50.328492,3.252370,1,,0
21705,03AS2,Norbert Segard,,50.328354,3.252213,0,10865,0
10321,03AA,Nation,,50.327115,3.257869,1,,0
20639,03AA2,Nation,,50.327209,3.257948,0,10321,0
10864,03AP,Azincourt,,50.325575,3.264720,1,,0
21706,03AP2,Azincourt,,50.325444,3.264699,0,10864,0
21703,03AP1,Azincourt,,50.325568,3.264663,0,10864,0
20638,03AA1,Nation,,50.327021,3.257791,0,10321,0
21704,03AS1,Norbert Segard,,50.328630,3.252527,0,10865,0
20650,03AF1,Eglise - ANICHE,,50.331109,3.250656,0,10327,0
20652,03AG1,Pyramide,,50.334268,3.247738,0,10328,0
20654,03AH1,Delforge,,50.333990,3.243436,0,10329,0
20656,16AA1,Sainte Marie - AUBERCHICOURT,,50.333662,3.236660,0,10330,0
20658,16AB1,Centre-ville,,50.333618,3.231372,0,10331,0
20660,16AC1,Les Poètes,,50.334552,3.221823,0,10332,0
20662,25AA1,Vuillemin,,50.335699,3.212430,0,10333,0
20666,17AB1,Champ Fleuri,,50.337922,3.193081,0,10335,0
20668,17AC1,Blanc Cul,,50.338886,3.185158,0,10336,0
20670,19AA1,Cité du Castel,,50.340004,3.175651,0,10337,0
20672,19AB1,Place des Vésignons,,50.341018,3.166314,0,10338,0
21296,15AA3,Bougival,,50.343657,3.156401,0,10655,0
20676,15AB1,Malmaison,,50.345590,3.150281,0,10340,0
20678,15AC1,Jean Jaurès - GUESNAIN,,50.348244,3.142328,0,10341,0
20680,15AD1,Eluard,,50.349867,3.137257,0,10342,0
20682,13AA1,Croix de Pierre,,50.351894,3.131128,0,10343,0
20684,13AB1,Place - DECHY,,50.353361,3.125827,0,10344,0
20686,02AA1,Sucrerie,,50.355949,3.118338,0,10345,0
20688,02AB1,Gare - SIN LE NOBLE,,50.357791,3.112955,0,10346,0
20690,02AC1,La Nichée,,50.360343,3.107032,0,10347,0
20692,02AD1,Saint Joseph,,50.363434,3.098946,0,10348,0
20694,01AA1,Parc Bertin,,50.365342,3.089841,0,10349,0
10419,18AA,Hélène Borel,,50.440999,3.119690,1,,0
20834,18AA2,Hélène Borel,,50.440999,3.119690,0,10419,0
10434,18AB,Château-Raimbeaucourt,,50.437560,3.116550,1,,0
20863,18AB1,Château-Raimbeaucourt,,50.437569,3.116720,0,10434,0
10435,18AC,Edwigières,,50.439410,3.110070,1,,0
20865,18AC1,Edwigières,,50.439540,3.109820,0,10435,0
10436,18AD,Place - RAIMBEAUCOURT,,50.439762,3.101380,1,,0
20867,18AD1,Place - RAIMBEAUCOURT,,50.440045,3.101559,0,10436,0
10437,18AE,Chapelle Malbois,,50.436390,3.094815,1,,0
20869,18AE1,Chapelle Malbois,,50.436400,3.094750,0,10437,0
10438,18AF,Pasteur - RAIMBEAUCOURT,,50.434830,3.088170,1,,0
20871,18AF1,Pasteur - RAIMBEAUCOURT,,50.434780,3.088050,0,10438,0
10439,18AG,Transformateur - RAIMBEAUCOURT,,50.432023,3.079006,1,,0
20873,18AG1,Transformateur - RAIMBEAUCOURT,,50.432094,3.079098,0,10439,0
10440,18AH,Les Tilleuls,,50.427322,3.074474,1,,0
20875,18AH1,Les Tilleuls,,50.427427,3.074341,0,10440,0
10772,09AL,Calvaire - ROOST WARENDIN,,50.421301,3.073542,1,,0
21536,09AL1,Calvaire - ROOST WARENDIN,,50.421084,3.073431,0,10772,0
10441,09AA,Site Funéraire,,50.417472,3.086549,1,,0
20877,09AA1,Site Funéraire,,50.417332,3.087012,0,10441,0
10442,09AB,Place - ROOST WARENDIN,,50.417239,3.091795,1,,0
20879,09AB1,Place - ROOST WARENDIN,,50.417185,3.091901,0,10442,0
10443,09AC,Anatole France,,50.417749,3.098736,1,,0
20881,09AC1,Anatole France,,50.417673,3.098656,0,10443,0
10444,09AD,Mairie - ROOST WARENDIN,,50.418382,3.102763,1,,0
20883,09AD1,Mairie - ROOST WARENDIN,,50.417976,3.101639,0,10444,0
10628,11AQ,CAD,,50.397969,3.103811,1,,0
21246,01CE1,CAD,,50.398054,3.103748,0,10628,0
10664,01CL,Scarpe,,50.393901,3.103550,1,,0
21313,01CL1,Scarpe,,50.393852,3.103440,0,10664,0
10449,01BL,Pont du Fort,,50.391859,3.105742,1,,0
20893,01BL1,Pont du Fort,,50.391655,3.105644,0,10449,0
10728,01CN,Communauté d'Agglo,,50.397215,3.101644,1,,0
21455,01CN1,Communauté d'Agglo,,50.397241,3.100706,0,10728,0
10729,01CO,Z.I. Dorignies,,50.395630,3.097370,1,,0
21457,01CO1,Z.I. Dorignies,,50.395552,3.097228,0,10729,0
10738,01CT,Caullery,,50.391689,3.098598,1,,0
21480,01CT1,Caullery,,50.391649,3.097598,0,10738,0
20894,01BL2,Pont du Fort,,50.392064,3.105841,0,10449,0
21314,01CL2,Scarpe,,50.393950,3.103661,0,10664,0
21247,01CE2,CAD,,50.397884,3.103874,0,10628,0
20884,09AD2,Mairie - ROOST WARENDIN,,50.418789,3.103887,0,10444,0
20882,09AC2,Anatole France,,50.417826,3.098815,0,10443,0
20880,09AB2,Place - ROOST WARENDIN,,50.417293,3.091690,0,10442,0
20878,09AA2,Site Funéraire,,50.417611,3.086085,0,10441,0
21537,09AL2,Calvaire - ROOST WARENDIN,,50.421517,3.073652,0,10772,0
20876,18AH2,Les Tilleuls,,50.427217,3.074608,0,10440,0
20874,18AG2,Transformateur - RAIMBEAUCOURT,,50.431952,3.078913,0,10439,0
20872,18AF2,Pasteur - RAIMBEAUCOURT,,50.434880,3.088290,0,10438,0
20870,18AE2,Chapelle Malbois,,50.436380,3.094880,0,10437,0
20868,18AD2,Place - RAIMBEAUCOURT,,50.439479,3.101201,0,10436,0
20866,18AC2,Edwigières,,50.439280,3.110320,0,10435,0
20864,18AB2,Château-Raimbeaucourt,,50.437551,3.116381,0,10434,0
21481,01CT2,Caullery,,50.391729,3.099598,0,10738,0
21458,01CO2,Z.I. Dorignies,,50.395708,3.097512,0,10729,0
21456,01CN2,Communauté d'Agglo,,50.397188,3.102582,0,10728,0
10631,09AJ,Les Loups,,50.406063,3.102416,1,,0
21251,09AJ1,Les Loups,,50.406063,3.102416,0,10631,0
10741,09AK,Commerce,,50.404845,3.098494,1,,0
21486,09AK1,Commerce,,50.404845,3.098494,0,10741,0
10629,09AI,Ceton,,50.406392,3.099274,1,,0
21248,09AI1,Ceton,,50.406392,3.099274,0,10629,0
10736,06AS,Haute Rive,,50.370996,3.029003,1,,0
21476,06AS1,Haute Rive,,50.371229,3.028652,0,10736,0
10737,01CS,Renault,,50.366205,3.032113,1,,0
21478,01CS1,Renault,,50.366205,3.032113,0,10737,0
11121,12AX,Envision AESC,,50.354854,3.030647,1,,0
22275,12AX1,Envision AESC,,50.354854,3.030647,0,11121,0
11126,12AZ,Frères Bréguet,,50.350088,3.040603,1,,0
22282,12AZ1,Frères Bréguet,,50.350093,3.040594,0,11126,0
11127,12BA,Jacqueline Auriol,,50.347534,3.036608,1,,0
22283,12BA1,Jacqueline Auriol,,50.347539,3.036596,0,11127,0
22284,12BA2,Jacqueline Auriol,,50.347530,3.036620,0,11127,0
22285,12AZ2,Frères Bréguet,,50.350082,3.040612,0,11126,0
21477,06AS2,Haute Rive,,50.370763,3.029355,0,10736,0
11107,05AA,Haut Terroir,,50.385841,3.121194,1,,0
22245,05AA1,Haut Terroir,,50.385775,3.121066,0,11107,0
11100,02BC,Rue Longue,,50.381619,3.122436,1,,0
22231,02BC1,Rue Longue,,50.381521,3.122340,0,11100,0
11099,02BB,Marais de Sin,,50.375691,3.118972,1,,0
22228,02BB1,Marais de Sin,,50.375470,3.118513,0,11099,0
11098,02AG,Jardinage,,50.371864,3.115715,1,,0
22227,02AG1,Jardinage,,50.371832,3.115480,0,11098,0
22226,02AG2,Jardinage,,50.371896,3.115951,0,11098,0
22229,02BB2,Marais de Sin,,50.375912,3.119431,0,11099,0
22230,02BC2,Rue Longue,,50.381718,3.122532,0,11100,0
22244,05AA2,Haut Terroir,,50.385906,3.121323,0,11107,0
10696,17AD,Buisset,,50.353166,3.198764,1,,0
21376,17AD2,Buisset,,50.353335,3.198621,0,10696,0
10695,14AH,IMA,,50.358299,3.192085,1,,0
21373,14AH1,IMA,,50.358339,3.192120,0,10695,0
21374,14AH2,IMA,,50.358259,3.192050,0,10695,0
21375,17AD1,Buisset,,50.352996,3.198906,0,10696,0
21377,17AE1,Abreuvoir,,50.350073,3.201967,0,10697,0
10882,03AQ,Fendali,,50.343716,3.256931,1,,0
21744,03AQ2,Fendali,,50.343711,3.256774,0,10882,0
11087,03AO,Verdun,,50.339059,3.258382,1,,0
22198,03AO2,Verdun,,50.338927,3.258282,0,11087,0
22199,03AV4,Delestraint,,50.335812,3.259487,0,10905,0
11088,03AW,D'Aoust,,50.332567,3.258029,1,,0
22202,03AW1,D'Aoust,,50.332668,3.257873,0,11088,0
22201,03AF3,Eglise - ANICHE,,50.331036,3.250423,0,10327,0
22203,03AW2,D'Aoust,,50.332467,3.258185,0,11088,0
22200,03AV3,Delestraint,,50.335589,3.259941,0,10905,0
22197,03AO1,Verdun,,50.339192,3.258481,0,11087,0
21745,03AQ1,Fendali,,50.343720,3.257088,0,10882,0
21707,03AP3,Azincourt,,50.325713,3.264798,0,10864,0
11061,07AR,Quartier St Charles,,50.393497,3.177839,1,,0
22139,07AR1,Quartier St Charles,,50.393497,3.177839,0,11061,0
10549,07AM,Rue du Galibot,,50.379647,3.160754,1,,0
21041,07AM1,Rue du Galibot,,50.379647,3.160754,0,10549,0
